ID,Timestamp,Role,Sentiment,Sentiment_priority,Keyword,Keyword_priority,Transcript,Markers,,Note
70,3:03,Subject,None,0,,0,there the the freaking guy Jos he's,,,Có từ mạnh nhưng không thể gán escalatory cho subject.
71,3:05,Subject,None,0,,0,going to be like I don't want nothing to,,,Không thể gán sentiment.
72,3:07,Subject,None,0,,0,do with it I don't know if he's scared,,,Câu trung tính.
73,3:08,Subject,None,0,,0,but he was taking the order I have an U,,,Không cảm xúc.
74,3:10,Subject,None,0,,0,eats order so he was doing it and the,,,Trung tính.
75,3:13,Subject,Heightened,0,,0,guy came from behind me and he was like,,,Cảm xúc nhưng chưa mạnh.
76,3:15,Subject,Heightened,1,,0,ma'am you're not supposed to be in here,,,Cảm giác bị đe dọa → Heightened tiêu biểu.
77,3:17,Subject,Heightened,0,,0,I don't know and he starts locking the,,,Căng thẳng nhẹ.
78,3:18,Subject,Heightened,0,punch,1,door and he's like I'mma to punch you,,,Đe dọa gây hoảng sợ → Heightened tiêu biểu.
79,3:21,Subject,Heightened,0,,0,okay all right so try to come down,,,Câu bị cắt.
80,3:24,Officer,Respectful/Professional,1,,0,so try to calm down let's start from the beginning,,,Rõ ràng giảm căng thẳng → tiêu biểu.
81,3:25,Officer,Respectful/Professional,0,,0,so you had an Uber Eats order yes,,,Câu hỏi nhưng nhẹ.
82,3:29,Subject,None,0,,0,I walked in nobody was there if he would have told me,,,Trần thuật.
83,3:31,Subject,Heightened,0,,0,the store is closed I would have canceled it,,,Có bức xúc nhưng nhẹ.
84,3:32,Subject,Heightened,0,,0,it's not that serious you able to walk in yes,,,"Bình luận, không tiêu biểu."
85,3:37,Subject,None,0,,0,that door the left door that we're looking,,,Không cảm xúc.
86,3:38,Subject,None,0,,0,out our left was open sir I came,,,Trung tính.
87,3:41,Subject,None,0,,0,I spoke with Josh he asked me what was the name,,,Kể lại.
88,3:43,Subject,None,0,,0,I told him the name he asked me,,,Không có sentiment.
89,3:45,Subject,None,0,,0,he was like okay well my sister was a little messed up,,,Trung tính.
90,3:46,Subject,None,0,,0,can you read me the order I told him the,,,Không cảm xúc.
91,3:48,Subject,None,0,,0,beef M he said okay I got it now I know,,,Trung tính.
92,3:50,Subject,None,0,,0,which order he started doing that this,,,Không cảm xúc.
93,3:52,Subject,Heightened,1,,0,guy's yelling at somebody a man outside,,,Chỉ báo tình huống nóng → Heightened tiêu biểu.
94,3:54,Subject,Heightened,0,,0,then he comes in and he's like ma'am you,,,Câu dẫn.
95,3:56,Subject,Heightened,0,,0,can't be in here so I'm telling him like,,,Có bức xúc nhẹ.
96,3:58,Subject,Heightened,0,,0,you can't talk to people like that cuz,TASER CEW markers: Safety Off (armed).,,Căng thẳng nhưng không tiêu biểu.
97,3:59,Subject,Heightened,0,hostile,1,he's coming off very hostile and I'm,,,Không thể gán escalatory cho subject.
98,4:01,Subject,Heightened,0,,0,telling him I'm here Uber Eats and Josh,TASER CEW markers: Arc (arc button press).,,Không cảm xúc mạnh.
99,4:03,Subject,Heightened,0,,0,is telling her but she has order but,,,Không mạnh.
100,4:04,Subject,Heightened,0,,0,nobody can be in here that's when he,,,Căng thẳng nhẹ.
101,4:06,Subject,Heightened,0,,0,starts freaking out he starts,,,Căng thẳng nhưng chưa tiêu biểu.
102,4:10,Subject,Heightened,0,punch,1,locking PH down PH down and punch you,"TASER CEW markers: Trigger (discharge/deploy), with cycle length noted in the title.",,Ngôn ngữ mô tả hành vi đe dọa → Heightened tiêu biểu.
103,4:13,Subject,Heightened,0,hits,0,and he hits me with one of the scanners in his hand,,,Bị đánh bằng vật cứng → Heightened tiêu biểu.
104,4:15,Subject,Heightened,0,,0,and then he sits on me the whole time,,,Cảm xúc mạnh nhưng không phải câu đỉnh điểm.
105,4:17,Subject,Heightened,0,can't breathe,1,and I'm telling him I can't breathe,,,Tình huống nguy hiểm → Heightened tiêu biểu.
106,4:19,Subject,Heightened,0,,0,cuz I could to bre,Signal Sidearm markers: Firearm draw/unholster.,,"Câu rời, nhưng vẫn căng thẳng."
107,4:24,Officer,Respectful/Professional,0,,0,all right do you want to press,,,Câu hỏi nghiệp vụ → Professional.
108,4:26,Officer,Respectful/Professional,0,,0,chares,,,Không đủ mạnh.
109,4:30,Officer,Respectful/Professional,0,,0,all right do me a favor wait for me,,,Hướng dẫn nhẹ.
110,4:32,Officer,Respectful/Professional,0,,0,outside can I go to my car yeah that's,Chapter markers: Created by pressing the hardware marker button on Axon Body 2 (AB2),,Trả lời xác nhận.
111,4:34,Officer,Respectful/Professional,0,,0,fine wait for me outside U my partner's,,,Câu hướng dẫn → Professional.
112,4:36,Officer,Respectful/Professional,0,,0,on his way all right all,,,Không có sentiment mạnh.
113,4:39,Officer,Grateful,0,,0,right thank,,,Dạng cảm ơn nhưng không rõ (Subject mới có Grateful).
114,4:56,Officer,None,0,,0,you that's another,,,Không gán sentiment.
115,5:02,Officer,None,0,,0,[Music],,,Không thoại → none.
116,5:11,Officer,Respectful/Professional,0,,0,yo hey man open up the door I got to,,,Câu yêu cầu → Professional nhẹ.
117,5:13,Officer,Respectful/Professional,1,,0,talk to you,,,Đây là câu gọi yêu cầu hợp tác tiêu biểu.
118,5:22,Officer,Respectful/Professional,0,,0,man hey man open the door I got to talk,,,Câu nhắc lại → không tiêu biểu.
119,5:24,Officer,Respectful/Professional,0,,0,to you man hey boss come door outside I,,,"Gọi yêu cầu, không escalatory."
120,5:28,Officer,Respectful/Professional,0,,0,got to talk to you,,,Lặp lại → không priority.
121,5:38,Officer,Respectful/Professional,0,,0,we just we,,,Không hoàn chỉnh.
122,5:39,Officer,Respectful/Professional,0,,0,got I'm curious is there any is there an,,,Câu hỏi tình huống.
123,5:42,Officer,Respectful/Professional,0,,0,exit I think that's the exit the exit is,,,Tìm hiểu không khí → Professional.
124,5:44,Officer,Respectful/Professional,0,,0,there yeah I don't know if there's an,,,Không tiêu biểu.
125,5:46,Officer,Respectful/Professional,0,,0,exit from the office but I know for sure,,,Không gán Priority.
126,5:48,Officer,Respectful/Professional,0,,0,there's an exit,,,Câu thông tin.
127,5:50,Officer,Respectful/Professional,0,,0,here hey do you is there another,,,Câu hỏi.
128,5:52,Officer,Respectful/Professional,0,,0,employee in there I can't see I can't,,,Không tiêu biểu.
129,5:54,Officer,Respectful/Professional,0,,0,see anything through this window,,,Không gán priority.
130,5:57,Officer,Respectful/Professional,0,,0,man I cannot see anything through,,,Không cảm xúc mạnh.
131,5:59,Officer,Respectful/Professional,0,,0,through that window open the door and,,,Yêu cầu mở cửa.
132,6:01,Officer,Respectful/Professional,0,,0,come talk to,,,Mời hợp tác.
133,6:03,Officer,Respectful/Professional,1,,0,us we're trying to understand what,,,"Hợp tác, giảm căng thẳng → Professional tiêu biểu."
134,6:07,Officer,Respectful/Professional,0,non-lethal,1,happened you want to go non-lethal for,,,Không đủ mạnh để ưu tiên.
135,6:12,Officer,Respectful/Professional,0,,0,now open the door man so we can,,,Yêu cầu nhẹ.
136,6:22,Officer,Respectful/Professional,0,,0,talk open the door man so we can talk I,,,Lặp lại.
137,6:26,Officer,Respectful/Professional,0,,0,can't we can't handle the situation if,,,Thông báo nghiệp vụ → Professional tiêu biểu.
138,6:28,Officer,Respectful/Professional,0,,0,you're inside behind the door,,,Thông tin bổ sung.
139,6:33,Officer,Respectful/Professional,0,,0,you hear I can't hear anything bro with,,,Không cảm xúc mạnh.
140,6:35,Officer,None,0,,0,the alarm and this the door I can't hear,,,Không gán.
141,6:40,Officer,None,0,,0,[Music],,,Không thoại.
142,6:43,Officer,Respectful/Professional,0,head injury,1,anything she just has a head injury she,,,Nhắc lại thương tích.
143,6:47,Officer,Respectful/Professional,0,on top,0,said but I saw him on top of,,,Không escalatory vì giọng bình tĩnh.
144,6:50,Officer,Respectful/Professional,0,,0,her,,,Không đủ thông tin.
145,6:51,Officer,Respectful/Professional,0,,0,so and she's saying that,,,Recap bình thường.
146,6:57,Officer,Respectful/Professional,0,,0,um he prevent he prevented her from,,,Giải thích lại → không tiêu biểu.
147,7:00,Officer,Respectful/Professional,0,,0,leaving yeah she said he she was telling,,,Không gán Priority.
148,7:02,Officer,Respectful/Professional,0,,0,him that she couldn't even,,,Không đủ mạnh.
149,7:04,Officer,Respectful/Professional,0,,0,breathe while he's sitting on her,,,Tường thuật lại lời khai.
150,7:08,Officer,Respectful/Professional,0,,0,top hey man can you come to the door so,,,Yêu cầu nhẹ.
151,7:10,Officer,Respectful/Professional,0,,0,we can,,,Câu rời.
152,7:12,Officer,Respectful/Professional,0,,0,talk Orlando Police come to the,,,"Thông báo danh tính, không escalatory."
153,7:16,Officer,Respectful/Professional,0,,0,door said the St was cold how get,,,Không rõ nghĩa.
154,7:22,Officer,Respectful/Professional,0,,0,the your cooworker opened the door for,,,Tường thuật.
155,7:24,Officer,Respectful/Professional,0,,0,me no he opened the door right thank my,,,Không có cảm xúc mạnh.
156,7:28,Officer,Respectful/Professional,0,,0,cker I work the store is closed I don't,,,Không rõ hoàn chỉnh.
157,7:31,Officer,Respectful/Professional,0,,0,it doesn't matter if the store is closed,,,Hướng dẫn nghiệp vụ.
158,7:32,Officer,Respectful/Professional,0,,0,I need you to step outside so we can,,,Câu yêu cầu hợp tác mạnh → tiêu biểu.
159,7:34,Officer,Respectful/Professional,0,,0,have a conversation about what happened,,,Tiếp tục giải thích.
160,7:40,Officer,Respectful/Professional,0,,0,property private property okay yeah well,,,Không sentiment.
161,7:44,Officer,Respectful/Professional,0,,0,we're investigating we're in we're we're,,,Trần thuật nghiệp vụ.
162,7:47,Officer,Respectful/Professional,0,crime,0,we're investigating a crime you need to,,,Không escalatory.
163,7:48,Officer,Respectful/Professional,1,,0,come to the door you need to come to the,,,Mệnh lệnh nghiệp vụ rõ → Professional tiêu biểu.
164,7:50,Officer,Respectful/Professional,0,crime,0,door we are investigating a crime I need,,,Không tiêu biểu.
165,7:52,Officer,Respectful/Professional,0,,0,you to come to the door so we can have a,,,Không tiêu biểu.
166,7:54,Officer,Respectful/Professional,0,,0,discussion on what it is that happens,,,Không cảm xúc mạnh.
167,7:59,Officer,Respectful/Professional,0,,0,don't worry about it call your,TASER CEW markers: Safety Off (armed).,,Giảm căng thẳng nhẹ.
168,8:00,Officer,Respectful/Professional,0,,0,supervisor and have him come here too,,,Yêu cầu thủ tục.
169,8:03,Officer,Respectful/Professional,0,,0,let your supervisor know to be head head,TASER CEW markers: Arc (arc button press).,,Không tiêu biểu.
170,8:05,Officer,Respectful/Professional,0,,0,this way,,,Không tiêu biểu.
171,8:10,Officer,Respectful/Professional,0,,0,too are you going to come out the door,,,Câu hỏi.
172,8:12,Officer,Respectful/Professional,0,,0,or what,,,Không escalatory.
173,8:14,Subject,Heightened,0,,0,my going by my,"TASER CEW markers: Trigger (discharge/deploy), with cycle length noted in the title.",,Câu rời.
174,8:18,Subject,Heightened,0,,0,order the owner on the,,,Không tiêu biểu.
175,8:21,Subject,Heightened,0,,0,store I I can't hear you man I'm going,,,Căng thẳng nhẹ.
176,8:24,Subject,Heightened,0,,0,by the own of the,,,Không rõ nghĩa.
177,8:27,Subject,Heightened,0,,0,store needs,Signal Sidearm markers: Firearm draw/unholster.,,Câu rời không rõ.
178,8:32,Officer,Respectful/Professional,0,,0,what were the units on that standby at,,,Thủ tục radio.
179,8:35,Officer,Respectful/Professional,0,,0,792 East,,,Câu rời.
180,8:38,Officer,Respectful/Professional,0,,0,Michigan my dude I just need you to step,,,Không tiêu biểu.
181,8:40,Officer,Respectful/Professional,1,,0,outside so we can have a conversation,Chapter markers: Created by pressing the hardware marker button on Axon Body 2 (AB2),,Yêu cầu hợp tác rõ → tiêu biểu.
182,8:43,Officer,Respectful/Professional,0,,0,cuz I can't talk to you through the,,,Giải thích.
183,8:49,Officer,Respectful/Professional,0,,0,door you going to come outside or,,,Câu hỏi.
184,8:55,Officer,Respectful/Professional,0,,0,what I need you to step outside so I can,,,Yêu cầu nhưng không mạnh.
185,8:57,Officer,Respectful/Professional,0,,0,talk with you man I'm investigating,,,Không tiêu biểu.
186,8:59,Officer,Respectful/Professional,0,,0,something and you're prohibiting for me,,,Không đủ mạnh để gán Escalatory.
187,9:00,Officer,Respectful/Professional,0,,0,to do my,,,Câu rời.
188,9:02,Officer,Respectful/Professional,0,,0,investigation that I need more than just,,,Không sentiment.
189,9:04,Officer,Respectful/Professional,0,,0,your ID right now I need to speak with,,,Không tiêu biểu.
190,9:11,Officer,Respectful/Professional,0,,0,you I can't even see,,,Không cảm xúc.
191,9:14,Officer,Respectful/Professional,0,,0,anything he's standing right on the,,,Không priority.
192,9:19,Officer,Respectful/Professional,0,,0,door I I couldn't get it,,,Không có sentiment.
193,9:25,Officer,None,0,,0,[Applause],,,Không thoại.
194,9:29,Officer,Respectful/Professional,0,,0,I can't see that cuz of the tent is it a,,,Câu hỏi → Professional.
195,9:32,Officer,None,0,,0,[Applause],,,Không thoại.
196,9:41,Officer,Respectful/Professional,0,,0,card what is that the a that I work here,,,Không tiêu biểu.
197,9:45,Officer,Respectful/Professional,0,,0,sir okay I'm doing my job,,,Trung tính.
198,9:50,Officer,Escalatory,1,get on,0,get on the ground orl police get on,,,Lệnh khống chế → Escalatory TIÊU BIỂU.
199,9:54,Officer,Escalatory,0,,0,the ground put your hands behind your,,,Khống chế cưỡng bức → tiêu biểu.
200,9:56,Officer,Escalatory,0,hands,0,back put your hands behind your back,,,Chuỗi lệnh cưỡng chế → tiêu biểu.
201,9:57,Officer,Escalatory,0,resisting,0,your your back stop resisting stop,,,Lệnh ngăn chống cự → tiêu biểu.
202,10:01,Officer,Escalatory,0,,0,resisting get your hand behind your,,,Chống đối → escalatory tiêu biểu.
203,10:03,Officer,Escalatory,0,,0,back just one sec let me get this,,,Trong quá trình bắt giữ.
204,10:06,Officer,Escalatory,0,resisting,1,on stop resisting give me your arm give,,,Không mạnh như các câu trên.
205,10:09,Officer,Escalatory,0,,0,me your arm relax your arm put your,,,Không tiêu biểu.
206,10:11,Officer,Escalatory,0,,0,other hand behind your back please,,,Cưỡng chế nhẹ hơn.
207,10:13,Officer,Respectful/Professional,0,,0,follow,,,Câu rời.
208,10:17,Subject,Heightened,0,,0,instructions go what's,,,Hoảng loạn nhẹ.
209,10:20,Subject,Heightened,0,,0,up get my work I'll get you in,,,Căng thẳng nhưng không tiêu biểu.
210,10:24,Subject,Heightened,0,,0,work M up M up,,,"Không rõ nghĩa, nhưng giọng căng thẳng."
211,10:43,Subject,Heightened,0,,0,I'm not asking you to write a statement,,,"Không rõ nghĩa, nhưng giọng căng thẳng."
,,,,14,,15,,,,
