ID;Timestamp;Role;Sentiment;Sentiment_priority;Keyword;Keyword_priority;Transcript;Markers;;Note
65;2:53;Subject;Heightened;0;head injury;1;I got a female with a head injury;;;
66;2:54;Subject;Heightened;0;;0;and I walked in I didn't park in;;;
67;2:57;Subject;Heightened;0;;0;between there was two trucks here not;;;
68;2:59;Subject;Heightened;0;;0;all seven s clothes when they're when;;;
69;3:01;Subject;Heightened;0;;0;they're shiing I walked in he was not;;;
70;3:03;Subject;None;0;;0;there the the freaking guy Jos he's;;;
71;3:05;Subject;None;0;;0;going to be like I don't want nothing to;;;
72;3:07;Subject;None;0;;0;do with it I don't know if he's scared;;;
73;3:08;Subject;None;0;;0;but he was taking the order I have an U;;;
74;3:10;Subject;None;0;;0;eats order so he was doing it and the;;;
75;3:13;Subject;Heightened;0;;0;guy came from behind me and he was like;;;
76;3:15;Subject;Heightened;1;;0;ma'am you're not supposed to be in here;;;
77;3:17;Subject;Heightened;0;;0;I don't know and he starts locking the;;;
78;3:18;Subject;Heightened;0;punch;1;door and he's like I'mma to punch you;;;
79;3:21;Subject;Heightened;0;;0;okay all right so try to come down;;;
80;3:24;Officer;Respectful/Professional;1;;0;so try to calm down let's start from the beginning;;;
81;3:25;Officer;Respectful/Professional;0;;0;so you had an Uber Eats order yes;;;
82;3:29;Subject;None;0;;0;I walked in nobody was there if he would have told me;;;
83;3:31;Subject;Heightened;0;;0;the store is closed I would have canceled it;;;
84;3:32;Subject;Heightened;0;;0;it's not that serious you able to walk in yes;;;
85;3:37;Subject;None;0;;0;that door the left door that we're looking;;;
86;3:38;Subject;None;0;;0;out our left was open sir I came;;;
87;3:41;Subject;None;0;;0;I spoke with Josh he asked me what was the name;;;
88;3:43;Subject;None;0;;0;I told him the name he asked me;;;
89;3:45;Subject;None;0;;0;he was like okay well my sister was a little messed up;;;
90;3:46;Subject;None;0;;0;can you read me the order I told him the;;;
91;3:48;Subject;None;0;;0;beef M he said okay I got it now I know;;;
92;3:50;Subject;None;0;;0;which order he started doing that this;;;
93;3:52;Subject;Heightened;1;;0;guy's yelling at somebody a man outside;;;
94;3:54;Subject;Heightened;0;;0;then he comes in and he's like ma'am you;;;
95;3:56;Subject;Heightened;0;;0;can't be in here so I'm telling him like;;;
96;3:58;Subject;Heightened;0;;0;you can't talk to people like that cuz;;;
97;3:59;Subject;Heightened;0;hostile;1;he's coming off very hostile and I'm;;;
98;4:01;Subject;Heightened;0;;0;telling him I'm here Uber Eats and Josh;TASER CEW markers: Arc (arc button press).;;
99;4:03;Subject;Heightened;0;;0;is telling her but she has order but;;;
100;4:04;Subject;Heightened;0;;0;nobody can be in here that's when he;;;
101;4:06;Subject;Heightened;0;;0;starts freaking out he starts;;;
102;4:10;Subject;Heightened;0;punch;1;locking PH down PH down and punch you;;;
103;4:13;Subject;Heightened;0;hits;0;and he hits me with one of the scanners in his hand;;;
104;4:15;Subject;Heightened;0;;0;and then he sits on me the whole time;;;
105;4:17;Subject;Heightened;0;can't breathe;1;and I'm telling him I can't breathe;;;
106;4:19;Subject;Heightened;0;;0;cuz I could to bre;;;
107;4:24;Officer;Respectful/Professional;0;;0;all right do you want to press;;;
108;4:26;Officer;Respectful/Professional;0;;0;chares;;;
109;4:30;Officer;Respectful/Professional;0;;0;all right do me a favor wait for me;;;
110;4:32;Officer;Respectful/Professional;0;;0;outside can I go to my car yeah that's;Chapter markers: Created by pressing the hardware marker button on Axon Body 2 (AB2);;
111;4:34;Officer;Respectful/Professional;0;;0;fine wait for me outside U my partner's;;;
112;4:36;Officer;Respectful/Professional;0;;0;on his way all right all;;;
113;4:39;Officer;Grateful;0;;0;right thank;;;
114;4:56;Officer;None;0;;0;you that's another;;;
115;5:02;Officer;None;0;;0;[Music];;;
116;5:11;Officer;Respectful/Professional;0;;0;yo hey man open up the door I got to;;;
117;5:13;Officer;Respectful/Professional;1;;0;talk to you;;;
118;5:22;Officer;Respectful/Professional;0;;0;man hey man open the door I got to talk;;;
119;5:24;Officer;Respectful/Professional;0;;0;to you man hey boss come door outside I;;;
120;5:28;Officer;Respectful/Professional;0;;0;got to talk to you;;;
121;5:38;Officer;Respectful/Professional;0;;0;we just we;TASER CEW markers: Trigger (discharge/deploy), with cycle length noted in the title.;;
122;5:39;Officer;Respectful/Professional;0;;0;got I'm curious is there any is there an;;;
123;5:42;Officer;Respectful/Professional;0;;0;exit I think that's the exit the exit is;;;
124;5:44;Officer;Respectful/Professional;0;;0;there yeah I don't know if there's an;;;
125;5:46;Officer;Respectful/Professional;0;;0;exit from the office but I know for sure;;;
126;5:48;Officer;Respectful/Professional;0;;0;there's an exit;TASER CEW markers: Safety Off (armed).;;
127;5:50;Officer;Respectful/Professional;0;;0;here hey do you is there another;;;
128;5:52;Officer;Respectful/Professional;0;;0;employee in there I can't see I can't;;;
129;5:54;Officer;Respectful/Professional;0;;0;see anything through this window;;;
130;5:57;Officer;Respectful/Professional;0;;0;man I cannot see anything through;;;
131;5:59;Officer;Respectful/Professional;0;;0;through that window open the door and;;;
132;6:01;Officer;Respectful/Professional;0;;0;come talk to;;;
133;6:03;Officer;Respectful/Professional;1;;0;us we're trying to understand what;;;
134;6:07;Officer;Respectful/Professional;0;non-lethal;1;happened you want to go non-lethal for;;;
135;6:12;Officer;Respectful/Professional;0;;0;now open the door man so we can;;;
136;6:22;Officer;Respectful/Professional;0;;0;talk open the door man so we can talk I;;;
137;6:26;Officer;Respectful/Professional;0;;0;can't we can't handle the situation if;;;
138;6:28;Officer;Respectful/Professional;0;;0;you're inside behind the door;;;
139;6:33;Officer;Respectful/Professional;0;;0;you hear I can't hear anything bro with;;;
140;6:35;Officer;None;0;;0;the alarm and this the door I can't hear;;;
141;6:40;Officer;None;0;;0;[Music];;;
142;6:43;Officer;Respectful/Professional;0;head injury;1;anything she just has a head injury she;;;
143;6:47;Officer;Respectful/Professional;0;on top;0;said but I saw him on top of;;;
144;6:50;Officer;Respectful/Professional;0;;0;her;;;
145;6:51;Officer;Respectful/Professional;0;;0;so and she's saying that;;;
146;6:57;Officer;Respectful/Professional;0;;0;um he prevent he prevented her from;;;
147;7:00;Officer;Respectful/Professional;0;;0;leaving yeah she said he she was telling;Signal Sidearm markers: Firearm draw/unholster.;;
148;7:02;Officer;Respectful/Professional;0;;0;him that she couldn't even;;;
149;7:04;Officer;Respectful/Professional;0;;0;breathe while he's sitting on her;;;
150;7:08;Officer;Respectful/Professional;0;;0;top hey man can you come to the door so;;;
151;7:10;Officer;Respectful/Professional;0;;0;we can;;;
152;7:12;Officer;Respectful/Professional;0;;0;talk Orlando Police come to the;;;
153;7:16;Officer;Respectful/Professional;0;;0;door said the St was cold how get;;;
154;7:22;Officer;Respectful/Professional;0;;0;the your cooworker opened the door for;;;
155;7:24;Officer;Respectful/Professional;0;;0;me no he opened the door right thank my;;;
156;7:28;Officer;Respectful/Professional;0;;0;cker I work the store is closed I don't;;;
157;7:31;Officer;Respectful/Professional;0;;0;it doesn't matter if the store is closed;;;
158;7:32;Officer;Respectful/Professional;0;;0;I need you to step outside so we can;;;
159;7:34;Officer;Respectful/Professional;0;;0;have a conversation about what happened;;;
160;7:40;Officer;Respectful/Professional;0;;0;property private property okay yeah well;;;
161;7:44;Officer;Respectful/Professional;0;;0;we're investigating we're in we're we're;;;
162;7:47;Officer;Respectful/Professional;0;crime;0;we're investigating a crime you need to;;;
163;7:48;Officer;Respectful/Professional;1;;0;come to the door you need to come to the;;;
164;7:50;Officer;Respectful/Professional;0;crime;0;door we are investigating a crime I need;;;
165;7:52;Officer;Respectful/Professional;0;;0;you to come to the door so we can have a;;;
166;7:54;Officer;Respectful/Professional;0;;0;discussion on what it is that happens;;;
167;7:59;Officer;Respectful/Professional;0;;0;don't worry about it call your;TASER CEW markers: Safety Off (armed).;;
168;8:00;Officer;Respectful/Professional;0;;0;supervisor and have him come here too;;;
169;8:03;Officer;Respectful/Professional;0;;0;let your supervisor know to be head head;;;
170;8:05;Officer;Respectful/Professional;0;;0;this way;;;
171;8:10;Officer;Respectful/Professional;0;;0;too are you going to come out the door;;;
172;8:12;Officer;Respectful/Professional;0;;0;or what;;;
173;8:14;Subject;Heightened;0;;0;my going by my;;;
174;8:18;Subject;Heightened;0;;0;order the owner on the;;;
175;8:21;Subject;Heightened;0;;0;store I I can't hear you man I'm going;Chapter markers: Created by pressing the hardware marker button on Axon Body 2 (AB2);;
176;8:24;Subject;Heightened;0;;0;by the own of the;;;
177;8:27;Subject;Heightened;0;;0;store needs;;;
178;8:32;Officer;Respectful/Professional;0;;0;what were the units on that standby at;;;
179;8:35;Officer;Respectful/Professional;0;;0;792 East;;;
180;8:38;Officer;Respectful/Professional;0;;0;Michigan my dude I just need you to step;;;
181;8:40;Officer;Respectful/Professional;1;;0;outside so we can have a conversation;;;
182;8:43;Officer;Respectful/Professional;0;;0;cuz I can't talk to you through the;;;
183;8:49;Officer;Respectful/Professional;0;;0;door you going to come outside or;;;
184;8:55;Officer;Respectful/Professional;0;;0;what I need you to step outside so I can;;;
185;8:57;Officer;Respectful/Professional;0;;0;talk with you man I'm investigating;;;
186;8:59;Officer;Respectful/Professional;0;;0;something and you're prohibiting for me;TASER CEW markers: Arc (arc button press).;;
187;9:00;Officer;Respectful/Professional;0;;0;to do my;;;
188;9:02;Officer;Respectful/Professional;0;;0;investigation that I need more than just;;;
189;9:04;Officer;Respectful/Professional;0;;0;your ID right now I need to speak with;;;
190;9:11;Officer;Respectful/Professional;0;;0;you I can't even see;TASER CEW markers: Trigger (discharge/deploy), with cycle length noted in the title.;;
191;9:14;Officer;Respectful/Professional;0;;0;anything he's standing right on the;;;
192;9:19;Officer;Respectful/Professional;0;;0;door I I couldn't get it;;;
193;9:25;Officer;None;0;;0;[Applause];;;
194;9:29;Officer;Respectful/Professional;0;;0;I can't see that cuz of the tent is it a;Signal Sidearm markers: Firearm draw/unholster.;;
195;9:32;Officer;None;0;;0;[Applause];;;
196;9:41;Officer;Respectful/Professional;0;;0;card what is that the a that I work here;;;
197;9:45;Officer;Respectful/Professional;0;;0;sir okay I'm doing my job;;;
198;9:50;Officer;Escalatory;1;get on;0;get on the ground orl police get on;;;
199;9:54;Officer;Escalatory;0;;0;the ground put your hands behind your;;;
200;9:56;Officer;Escalatory;0;hands;0;back put your hands behind your back;;;
201;9:57;Officer;Escalatory;0;resisting;0;your your back stop resisting stop;;;
202;10:01;Officer;Escalatory;0;;0;resisting get your hand behind your;;;
203;10:03;Officer;Escalatory;0;;0;back just one sec let me get this;;;
204;10:06;Officer;Escalatory;0;resisting;1;on stop resisting give me your arm give;;;
205;10:09;Officer;Escalatory;0;;0;me your arm relax your arm put your;;;
206;10:11;Officer;Escalatory;0;;0;other hand behind your back please;;;
207;10:13;Officer;Respectful/Professional;0;;0;follow;;;
208;10:17;Subject;Heightened;0;;0;instructions go what's;;;
209;10:20;Subject;Heightened;0;;0;up get my work I'll get you in;;;
210;10:24;Subject;Heightened;0;;0;work M up M up;;;
211;10:43;Subject;Heightened;0;;0;I'm not asking you to write a statement;;;
;;;;14;;14;;;;
